submit_date,test_id,PM2.5,PM10,O3
2018-03-10,CD9#4,15,21.7,
2018-03-10,CD9#5,10.8,16,
2018-03-10,CD9#6,12.3,17.4,
2018-03-10,CD9#7,15.4,19.3,
2018-03-10,CD9#8,19.2,23,
2018-03-10,CD9#9,12.4,16.8,
2018-03-10,CD9#10,13.1,17.1,
2018-03-10,CD9#11,9.2,11,
2018-03-10,CD9#12,12.6,14.9,
2018-03-10,CD9#13,14.4,18.8,
2018-03-10,CD9#14,10.2,15.1,
2018-03-10,CD9#15,18,21.8,
2018-03-10,CD9#16,18.2,21.3,
2018-03-10,CD9#17,18,22,
2018-03-10,CD9#18,17.1,19,
2018-03-10,CD9#19,17.6,18.3,
2018-03-10,CD9#20,24.1,24.6,
2018-03-10,CD9#21,21.7,22.8,
2018-03-10,CD9#22,17.8,18.6,
2018-03-10,CD9#23,18.1,19,
2018-03-10,CD9#24,13.5,14.8,
2018-03-10,CD9#25,14.7,14.8,
2018-03-10,CD9#26,11.4,11.7,
2018-03-10,CD9#27,11.5,11,
2018-03-10,CD9#28,6.5,8.4,
2018-03-10,CD9#29,8.5,10.6,
2018-03-10,CD9#30,10.5,12.2,
2018-03-10,CD9#31,12.3,15.2,
2018-03-10,CD9#32,17.6,20.3,
2018-03-10,CD9#33,19.6,20.8,
2018-03-10,CD9#34,13.4,13.7,
2018-03-10,CD9#35,9.4,9.9,
2018-03-10,CD9#36,9.3,9.4,
2018-03-10,CD9#37,10.5,9.6,
2018-03-10,CD9#38,7.9,8.6,
2018-03-10,CD9#39,6.1,6.5,
2018-03-10,CD9#40,5.4,5.9,
2018-03-10,CD9#41,8.3,7.9,
2018-03-10,CD9#42,13.8,13,
2018-03-10,CD9#43,11.2,12.4,
2018-03-10,CD9#44,10.7,11.3,
2018-03-10,CD9#45,6.4,6,
2018-03-10,CD9#46,5.3,4.6,
2018-03-10,CD9#47,3.7,3.7,
2018-03-10,ST5#0,10,31,
2018-03-10,ST5#1,19,24,
2018-03-10,ST5#2,16,20,
2018-03-10,ST5#3,12,20,
2018-03-10,ST5#4,12,14,
2018-03-10,ST5#5,11,22,
2018-03-10,ST5#6,13,24,
2018-03-10,ST5#7,12,17,
2018-03-10,ST5#8,16,29,
2018-03-10,ST5#9,12,17,
2018-03-10,ST5#10,6,6,
2018-03-10,ST5#11,6,6,
2018-03-10,ST5#12,10,7,
2018-03-10,ST5#13,12,9,
2018-03-10,ST5#14,13,22,
2018-03-10,ST5#15,14,21,
2018-03-10,ST5#16,13,24,
2018-03-10,ST5#17,17,22,
2018-03-10,ST5#18,19,22,
2018-03-10,ST5#19,12,20,
2018-03-10,ST5#20,18,30,
2018-03-10,ST5#21,11,17,
2018-03-10,ST5#22,8,8,
2018-03-10,ST5#23,5,7,
2018-03-10,ST5#24,3,11,
2018-03-10,ST5#25,4,11,
2018-03-10,ST5#26,6,11,
2018-03-10,ST5#27,5,11,
2018-03-10,ST5#28,4,11,
2018-03-10,ST5#29,5,15,
2018-03-10,ST5#30,6,7,
2018-03-10,ST5#31,5,5,
2018-03-10,ST5#32,4,12,
2018-03-10,ST5#33,9,12,
2018-03-10,ST5#34,9,13,
2018-03-10,ST5#35,10,15,
2018-03-10,ST5#36,12,12,
2018-03-10,ST5#37,8,17,
2018-03-10,ST5#38,7,11,
2018-03-10,ST5#39,9,10,
2018-03-10,ST5#40,6,7,
2018-03-10,ST5#41,5,9,
2018-03-10,ST5#42,6,13,
2018-03-10,ST5#43,7,10,
2018-03-10,ST5#44,10,10,
2018-03-10,ST5#45,9,9,
2018-03-10,ST5#46,7,9,
2018-03-10,ST5#47,8,7,
2018-03-10,TH4#0,22.4,46.9,
2018-03-10,TH4#1,17.5,38,
2018-03-10,TH4#2,16.7,34.8,
2018-03-10,TH4#3,13.4,34.6,
2018-03-10,TH4#4,16.9,36.2,
2018-03-10,TH4#5,16.1,34.1,
2018-03-10,TH4#6,15.3,33.6,
2018-03-10,TH4#7,17.3,32.1,
2018-03-10,TH4#8,13.7,31.3,
2018-03-10,TH4#9,13,24.5,
2018-03-10,TH4#10,5.9,8.7,
2018-03-10,TH4#11,3.9,9.8,
2018-03-10,TH4#12,6,16.8,
2018-03-10,TH4#13,6.4,19.7,
2018-03-10,TH4#14,10,26.2,
2018-03-10,TH4#15,7.3,12.3,
2018-03-10,TH4#16,12.8,22.1,
2018-03-10,TH4#17,14.4,25.8,
2018-03-10,TH4#18,17.5,26.7,
2018-03-10,TH4#19,14.9,28,
2018-03-10,TH4#20,20.1,24.7,
2018-03-10,TH4#21,19,27.2,
2018-03-10,TH4#22,14.7,24,
2018-03-10,TH4#23,15.6,24.2,
2018-03-10,TH4#24,13.1,23.4,
2018-03-10,TH4#25,13.9,18.7,
2018-03-10,TH4#26,9.6,15.8,
2018-03-10,TH4#27,8.5,14,
2018-03-10,TH4#28,5.8,12.4,
2018-03-10,TH4#29,3,13.2,
2018-03-10,TH4#30,10.1,19,
2018-03-10,TH4#31,8.5,18.3,
2018-03-10,TH4#32,9.1,17.9,
2018-03-10,TH4#33,6.4,13,
2018-03-10,TH4#34,10.4,19.1,
2018-03-10,TH4#35,16.3,38.8,
2018-03-10,TH4#36,15.7,32.2,
2018-03-10,TH4#37,15.2,23.6,
2018-03-10,TH4#38,12.4,23.6,
2018-03-10,TH4#39,14.6,21.6,
2018-03-10,TH4#40,10,16.8,
2018-03-10,TH4#41,12,18,
2018-03-10,TH4#42,16.6,20.3,
2018-03-10,TH4#43,11.7,16,
2018-03-10,TH4#44,10.3,14.7,
2018-03-10,TH4#45,7.1,10.4,
2018-03-10,TH4#46,3.3,11,
2018-03-10,TH4#47,4.4,9.2,
2018-03-11,dongsi_aq#0,96.0,,2.0
2018-03-11,dongsi_aq#1,107.0,,8.0
2018-03-11,dongsi_aq#2,127.0,,17.0
2018-03-11,dongsi_aq#3,139.0,,20.0
2018-03-11,dongsi_aq#4,151.0,,25.0
2018-03-11,dongsi_aq#5,158.0,,41.0
2018-03-11,dongsi_aq#6,177.0,,67.0
2018-03-11,dongsi_aq#7,172.0,,85.0
2018-03-11,dongsi_aq#8,184.0,,96.0
2018-03-11,dongsi_aq#9,182.0,,108.0
2018-03-11,dongsi_aq#10,200.0,,110.0
2018-03-11,dongsi_aq#11,213.0,,101.0
2018-03-11,dongsi_aq#12,223.0,,78.0
2018-03-11,dongsi_aq#13,227.0,,66.0
2018-03-11,dongsi_aq#14,236.0,,42.0
2018-03-11,dongsi_aq#15,225.0,,44.0
2018-03-11,dongsi_aq#16,218.0,,36.0
2018-03-11,dongsi_aq#17,220.0,,15.0
2018-03-11,dongsi_aq#18,232.0,,2.0
2018-03-11,dongsi_aq#19,219.0,,2.0
2018-03-11,dongsi_aq#20,234.0,,2.0
2018-03-11,dongsi_aq#21,216.0,,2.0
2018-03-11,dongsi_aq#22,219.0,,2.0
2018-03-11,dongsi_aq#23,202.0,,26.0
2018-03-11,dongsi_aq#24,209.0,,16.0
2018-03-11,dongsi_aq#25,210.0,,17.0
2018-03-11,dongsi_aq#26,241.0,,31.0
2018-03-11,dongsi_aq#27,250.0,,46.0
2018-03-11,dongsi_aq#28,277.0,,78.0
2018-03-11,dongsi_aq#29,270.0,,99.0
2018-03-11,dongsi_aq#30,284.0,,110.0
2018-03-11,dongsi_aq#31,274.0,,140.0
2018-03-11,dongsi_aq#32,280.0,,158.0
2018-03-11,dongsi_aq#33,273.0,,160.0
2018-03-11,dongsi_aq#34,285.0,,170.0
2018-03-11,dongsi_aq#35,274.0,,161.0
2018-03-11,dongsi_aq#36,313.0,,104.0
2018-03-11,dongsi_aq#37,322.0,,59.0
2018-03-11,dongsi_aq#38,339.0,,24.0
2018-03-11,dongsi_aq#39,341.0,,2.0
2018-03-11,dongsi_aq#40,331.0,,2.0
2018-03-11,dongsi_aq#41,325.0,,29.0
2018-03-11,dongsi_aq#42,342.0,,42.0
2018-03-11,dongsi_aq#43,363.0,,21.0
2018-03-11,dongsi_aq#44,378.0,,24.0
2018-03-11,dongsi_aq#45,261.0,,37.0
2018-03-11,dongsi_aq#46,208.0,,48.0
2018-03-11,dongsi_aq#47,190.0,,33.0
2018-03-11,tiantan_aq#0,100.0,106.0,2.0
2018-03-11,tiantan_aq#1,105.0,,9.0
2018-03-11,tiantan_aq#2,113.0,,16.0
2018-03-11,tiantan_aq#3,132.0,142.0,20.0
2018-03-11,tiantan_aq#4,150.0,,32.0
2018-03-11,tiantan_aq#5,159.0,,60.0
2018-03-11,tiantan_aq#6,169.0,,86.0
2018-03-11,tiantan_aq#7,176.0,,99.0
2018-03-11,tiantan_aq#8,188.0,,111.0
2018-03-11,tiantan_aq#9,189.0,,124.0
2018-03-11,tiantan_aq#10,200.0,,
2018-03-11,tiantan_aq#11,200.0,,89.0
2018-03-11,tiantan_aq#12,210.0,,58.0
2018-03-11,tiantan_aq#13,205.0,,33.0
2018-03-11,tiantan_aq#14,211.0,,27.0
2018-03-11,tiantan_aq#15,216.0,,17.0
2018-03-11,tiantan_aq#16,211.0,,10.0
2018-03-11,tiantan_aq#17,219.0,,4.0
2018-03-11,tiantan_aq#18,211.0,,2.0
2018-03-11,tiantan_aq#19,214.0,,2.0
2018-03-11,tiantan_aq#20,200.0,,2.0
2018-03-11,tiantan_aq#21,199.0,,2.0
2018-03-11,tiantan_aq#22,201.0,,2.0
2018-03-11,tiantan_aq#23,198.0,,2.0
2018-03-11,tiantan_aq#24,202.0,,3.0
2018-03-11,tiantan_aq#25,234.0,,13.0
2018-03-11,tiantan_aq#26,237.0,,24.0
2018-03-11,tiantan_aq#27,250.0,,41.0
2018-03-11,tiantan_aq#28,273.0,,81.0
2018-03-11,tiantan_aq#29,281.0,,112.0
2018-03-11,tiantan_aq#30,291.0,,133.0
2018-03-11,tiantan_aq#31,288.0,,154.0
2018-03-11,tiantan_aq#32,289.0,,163.0
2018-03-11,tiantan_aq#33,276.0,,167.0
2018-03-11,tiantan_aq#34,264.0,,169.0
2018-03-11,tiantan_aq#35,262.0,,96.0
2018-03-11,tiantan_aq#36,258.0,,73.0
2018-03-11,tiantan_aq#37,272.0,,33.0
2018-03-11,tiantan_aq#38,292.0,,20.0
2018-03-11,tiantan_aq#39,292.0,,2.0
2018-03-11,tiantan_aq#40,289.0,,2.0
2018-03-11,tiantan_aq#41,297.0,,2.0
2018-03-11,tiantan_aq#42,325.0,,53.0
2018-03-11,tiantan_aq#43,387.0,,60.0
2018-03-11,tiantan_aq#44,374.0,,33.0
2018-03-11,tiantan_aq#45,313.0,,36.0
2018-03-11,tiantan_aq#46,210.0,,46.0
2018-03-11,tiantan_aq#47,191.0,,22.0
2018-03-11,guanyuan_aq#0,84.0,,2.0
2018-03-11,guanyuan_aq#1,92.0,114.0,5.0
2018-03-11,guanyuan_aq#2,106.0,122.0,15.0
2018-03-11,guanyuan_aq#3,116.0,130.0,22.0
2018-03-11,guanyuan_aq#4,134.0,140.0,33.0
2018-03-11,guanyuan_aq#5,151.0,166.0,46.0
2018-03-11,guanyuan_aq#6,170.0,229.0,71.0
2018-03-11,guanyuan_aq#7,175.0,253.0,97.0
2018-03-11,guanyuan_aq#8,179.0,197.0,115.0
2018-03-11,guanyuan_aq#9,175.0,175.0,121.0
2018-03-11,guanyuan_aq#10,189.0,191.0,125.0
2018-03-11,guanyuan_aq#11,194.0,201.0,117.0
2018-03-11,guanyuan_aq#12,202.0,202.0,88.0
2018-03-11,guanyuan_aq#13,206.0,,58.0
2018-03-11,guanyuan_aq#14,205.0,,20.0
2018-03-11,guanyuan_aq#15,213.0,,15.0
2018-03-11,guanyuan_aq#16,222.0,,29.0
2018-03-11,guanyuan_aq#17,219.0,,3.0
2018-03-11,guanyuan_aq#18,209.0,,2.0
2018-03-11,guanyuan_aq#19,201.0,,2.0
2018-03-11,guanyuan_aq#20,202.0,,2.0
2018-03-11,guanyuan_aq#21,190.0,,2.0
2018-03-11,guanyuan_aq#22,191.0,,2.0
2018-03-11,guanyuan_aq#23,195.0,,2.0
2018-03-11,guanyuan_aq#24,202.0,,3.0
2018-03-11,guanyuan_aq#25,227.0,,11.0
2018-03-11,guanyuan_aq#26,260.0,,25.0
2018-03-11,guanyuan_aq#27,272.0,,53.0
2018-03-11,guanyuan_aq#28,279.0,,84.0
2018-03-11,guanyuan_aq#29,291.0,,109.0
2018-03-11,guanyuan_aq#30,299.0,,144.0
2018-03-11,guanyuan_aq#31,289.0,,149.0
2018-03-11,guanyuan_aq#32,302.0,,172.0
2018-03-11,guanyuan_aq#33,295.0,,171.0
2018-03-11,guanyuan_aq#34,288.0,,175.0
2018-03-11,guanyuan_aq#35,281.0,,144.0
2018-03-11,guanyuan_aq#36,298.0,,105.0
2018-03-11,guanyuan_aq#37,305.0,,24.0
2018-03-11,guanyuan_aq#38,303.0,,2.0
2018-03-11,guanyuan_aq#39,309.0,,2.0
2018-03-11,guanyuan_aq#40,303.0,,2.0
2018-03-11,guanyuan_aq#41,298.0,,2.0
2018-03-11,guanyuan_aq#42,306.0,,2.0
2018-03-11,guanyuan_aq#43,312.0,,2.0
2018-03-11,guanyuan_aq#44,370.0,,10.0
2018-03-11,guanyuan_aq#45,303.0,,29.0
2018-03-11,guanyuan_aq#46,238.0,,44.0
2018-03-11,guanyuan_aq#47,195.0,,42.0
2018-03-11,wanshouxig_aq#0,105.0,,2.0
2018-03-11,wanshouxig_aq#1,109.0,115.0,3.0
2018-03-11,wanshouxig_aq#2,107.0,109.0,17.0
2018-03-11,wanshouxig_aq#3,129.0,,25.0
2018-03-11,wanshouxig_aq#4,148.0,,27.0
2018-03-11,wanshouxig_aq#5,161.0,,49.0
2018-03-11,wanshouxig_aq#6,166.0,,70.0
2018-03-11,wanshouxig_aq#7,176.0,,86.0
2018-03-11,wanshouxig_aq#8,181.0,,97.0
2018-03-11,wanshouxig_aq#9,187.0,,119.0
2018-03-11,wanshouxig_aq#10,200.0,,118.0
2018-03-11,wanshouxig_aq#11,204.0,,95.0
2018-03-11,wanshouxig_aq#12,212.0,,62.0
2018-03-11,wanshouxig_aq#13,220.0,,53.0
2018-03-11,wanshouxig_aq#14,218.0,,28.0
2018-03-11,wanshouxig_aq#15,222.0,,2.0
2018-03-11,wanshouxig_aq#16,226.0,,2.0
2018-03-11,wanshouxig_aq#17,214.0,,2.0
2018-03-11,wanshouxig_aq#18,216.0,,2.0
2018-03-11,wanshouxig_aq#19,211.0,,3.0
2018-03-11,wanshouxig_aq#20,204.0,,2.0
2018-03-11,wanshouxig_aq#21,208.0,,2.0
2018-03-11,wanshouxig_aq#22,205.0,,2.0
2018-03-11,wanshouxig_aq#23,207.0,,2.0
2018-03-11,wanshouxig_aq#24,209.0,,5.0
2018-03-11,wanshouxig_aq#25,212.0,,12.0
2018-03-11,wanshouxig_aq#26,232.0,,39.0
2018-03-11,wanshouxig_aq#27,249.0,,74.0
2018-03-11,wanshouxig_aq#28,261.0,,105.0
2018-03-11,wanshouxig_aq#29,264.0,,115.0
2018-03-11,wanshouxig_aq#30,277.0,,139.0
2018-03-11,wanshouxig_aq#31,273.0,,163.0
2018-03-11,wanshouxig_aq#32,281.0,,166.0
2018-03-11,wanshouxig_aq#33,268.0,,172.0
2018-03-11,wanshouxig_aq#34,281.0,,164.0
2018-03-11,wanshouxig_aq#35,286.0,,128.0
2018-03-11,wanshouxig_aq#36,304.0,,80.0
2018-03-11,wanshouxig_aq#37,316.0,,49.0
2018-03-11,wanshouxig_aq#38,328.0,,13.0
2018-03-11,wanshouxig_aq#39,331.0,,2.0
2018-03-11,wanshouxig_aq#40,318.0,,2.0
2018-03-11,wanshouxig_aq#41,322.0,,15.0
2018-03-11,wanshouxig_aq#42,333.0,,65.0
2018-03-11,wanshouxig_aq#43,365.0,,61.0
2018-03-11,wanshouxig_aq#44,375.0,,17.0
2018-03-11,wanshouxig_aq#45,328.0,,29.0
2018-03-11,wanshouxig_aq#46,221.0,,38.0
2018-03-11,wanshouxig_aq#47,196.0,,28.0
2018-03-11,aotizhongx_aq#0,87.0,100.0,2.0
2018-03-11,aotizhongx_aq#1,95.0,104.0,8.0
2018-03-11,aotizhongx_aq#2,108.0,115.0,26.0
2018-03-11,aotizhongx_aq#3,119.0,127.0,36.0
2018-03-11,aotizhongx_aq#4,135.0,135.0,50.0
2018-03-11,aotizhongx_aq#5,147.0,150.0,53.0
2018-03-11,aotizhongx_aq#6,169.0,178.0,55.0
2018-03-11,aotizhongx_aq#7,180.0,,82.0
2018-03-11,aotizhongx_aq#8,179.0,,94.0
2018-03-11,aotizhongx_aq#9,182.0,,102.0
2018-03-11,aotizhongx_aq#10,187.0,,113.0
2018-03-11,aotizhongx_aq#11,202.0,,99.0
2018-03-11,aotizhongx_aq#12,209.0,,79.0
2018-03-11,aotizhongx_aq#13,216.0,,66.0
2018-03-11,aotizhongx_aq#14,218.0,,51.0
2018-03-11,aotizhongx_aq#15,218.0,,10.0
2018-03-11,aotizhongx_aq#16,216.0,,2.0
2018-03-11,aotizhongx_aq#17,219.0,,2.0
2018-03-11,aotizhongx_aq#18,234.0,,2.0
2018-03-11,aotizhongx_aq#19,222.0,,2.0
2018-03-11,aotizhongx_aq#20,208.0,,
2018-03-11,aotizhongx_aq#21,194.0,,2.0
2018-03-11,aotizhongx_aq#22,195.0,,2.0
2018-03-11,aotizhongx_aq#23,197.0,,2.0
2018-03-11,aotizhongx_aq#24,201.0,,2.0
2018-03-11,aotizhongx_aq#25,217.0,,4.0
2018-03-11,aotizhongx_aq#26,221.0,,31.0
2018-03-11,aotizhongx_aq#27,230.0,,68.0
2018-03-11,aotizhongx_aq#28,246.0,,85.0
2018-03-11,aotizhongx_aq#29,254.0,,107.0
2018-03-11,aotizhongx_aq#30,262.0,,127.0
2018-03-11,aotizhongx_aq#31,266.0,,142.0
2018-03-11,aotizhongx_aq#32,279.0,,163.0
2018-03-11,aotizhongx_aq#33,280.0,,165.0
2018-03-11,aotizhongx_aq#34,278.0,,156.0
2018-03-11,aotizhongx_aq#35,279.0,,134.0
2018-03-11,aotizhongx_aq#36,284.0,,70.0
2018-03-11,aotizhongx_aq#37,291.0,,10.0
2018-03-11,aotizhongx_aq#38,294.0,,2.0
2018-03-11,aotizhongx_aq#39,295.0,,2.0
2018-03-11,aotizhongx_aq#40,295.0,,2.0
2018-03-11,aotizhongx_aq#41,297.0,,2.0
2018-03-11,aotizhongx_aq#42,317.0,,2.0
2018-03-11,aotizhongx_aq#43,344.0,,2.0
2018-03-11,aotizhongx_aq#44,359.0,,20.0
2018-03-11,aotizhongx_aq#45,353.0,,6.0
2018-03-11,aotizhongx_aq#46,211.0,,53.0
2018-03-11,aotizhongx_aq#47,193.0,,31.0
2018-03-11,nongzhangu_aq#0,100.0,,2.0
2018-03-11,nongzhangu_aq#1,110.0,,8.0
2018-03-11,nongzhangu_aq#2,105.0,,30.0
2018-03-11,nongzhangu_aq#3,123.0,,35.0
2018-03-11,nongzhangu_aq#4,138.0,170.0,28.0
2018-03-11,nongzhangu_aq#5,158.0,192.0,45.0
2018-03-11,nongzhangu_aq#6,174.0,196.0,70.0
2018-03-11,nongzhangu_aq#7,187.0,191.0,96.0
2018-03-11,nongzhangu_aq#8,186.0,204.0,110.0
2018-03-11,nongzhangu_aq#9,193.0,198.0,118.0
2018-03-11,nongzhangu_aq#10,195.0,223.0,120.0
2018-03-11,nongzhangu_aq#11,204.0,226.0,100.0
2018-03-11,nongzhangu_aq#12,222.0,223.0,97.0
2018-03-11,nongzhangu_aq#13,230.0,,77.0
2018-03-11,nongzhangu_aq#14,223.0,233.0,20.0
2018-03-11,nongzhangu_aq#15,220.0,231.0,27.0
2018-03-11,nongzhangu_aq#16,214.0,,66.0
2018-03-11,nongzhangu_aq#17,218.0,,50.0
2018-03-11,nongzhangu_aq#18,216.0,,10.0
2018-03-11,nongzhangu_aq#19,222.0,,2.0
2018-03-11,nongzhangu_aq#20,223.0,,2.0
2018-03-11,nongzhangu_aq#21,225.0,,2.0
2018-03-11,nongzhangu_aq#22,220.0,,2.0
2018-03-11,nongzhangu_aq#23,210.0,,2.0
2018-03-11,nongzhangu_aq#24,206.0,,18.0
2018-03-11,nongzhangu_aq#25,218.0,,20.0
2018-03-11,nongzhangu_aq#26,215.0,,47.0
2018-03-11,nongzhangu_aq#27,230.0,,77.0
2018-03-11,nongzhangu_aq#28,253.0,,105.0
2018-03-11,nongzhangu_aq#29,258.0,,117.0
2018-03-11,nongzhangu_aq#30,273.0,,124.0
2018-03-11,nongzhangu_aq#31,286.0,,154.0
2018-03-11,nongzhangu_aq#32,284.0,,184.0
2018-03-11,nongzhangu_aq#33,282.0,,187.0
2018-03-11,nongzhangu_aq#34,280.0,,176.0
2018-03-11,nongzhangu_aq#35,281.0,,156.0
2018-03-11,nongzhangu_aq#36,297.0,,27.0
2018-03-11,nongzhangu_aq#37,306.0,,9.0
2018-03-11,nongzhangu_aq#38,302.0,,3.0
2018-03-11,nongzhangu_aq#39,306.0,,2.0
2018-03-11,nongzhangu_aq#40,303.0,,2.0
2018-03-11,nongzhangu_aq#41,318.0,,24.0
2018-03-11,nongzhangu_aq#42,330.0,,49.0
2018-03-11,nongzhangu_aq#43,384.0,,6.0
2018-03-11,nongzhangu_aq#44,376.0,407.0,21.0
2018-03-11,nongzhangu_aq#45,279.0,,35.0
2018-03-11,nongzhangu_aq#46,203.0,,50.0
2018-03-11,nongzhangu_aq#47,205.0,,27.0
2018-03-11,wanliu_aq#0,86.0,86.0,4.0
2018-03-11,wanliu_aq#1,94.0,,11.0
2018-03-11,wanliu_aq#2,90.0,96.0,25.0
2018-03-11,wanliu_aq#3,101.0,116.0,37.0
2018-03-11,wanliu_aq#4,117.0,129.0,48.0
2018-03-11,wanliu_aq#5,142.0,,51.0
2018-03-11,wanliu_aq#6,152.0,154.0,62.0
2018-03-11,wanliu_aq#7,158.0,,88.0
2018-03-11,wanliu_aq#8,169.0,,118.0
2018-03-11,wanliu_aq#9,166.0,,116.0
2018-03-11,wanliu_aq#10,178.0,,121.0
2018-03-11,wanliu_aq#11,179.0,,89.0
2018-03-11,wanliu_aq#12,183.0,,53.0
2018-03-11,wanliu_aq#13,199.0,,9.0
2018-03-11,wanliu_aq#14,184.0,,14.0
2018-03-11,wanliu_aq#15,181.0,,11.0
2018-03-11,wanliu_aq#16,190.0,,5.0
2018-03-11,wanliu_aq#17,198.0,,3.0
2018-03-11,wanliu_aq#18,188.0,,2.0
2018-03-11,wanliu_aq#19,177.0,,7.0
2018-03-11,wanliu_aq#20,176.0,,3.0
2018-03-11,wanliu_aq#21,171.0,,7.0
2018-03-11,wanliu_aq#22,172.0,,3.0
2018-03-11,wanliu_aq#23,171.0,,2.0
2018-03-11,wanliu_aq#24,177.0,,5.0
2018-03-11,wanliu_aq#25,184.0,,17.0
2018-03-11,wanliu_aq#26,198.0,,23.0
2018-03-11,wanliu_aq#27,231.0,,42.0
2018-03-11,wanliu_aq#28,249.0,,77.0
2018-03-11,wanliu_aq#29,246.0,,105.0
2018-03-11,wanliu_aq#30,261.0,,126.0
2018-03-11,wanliu_aq#31,256.0,,161.0
2018-03-11,wanliu_aq#32,268.0,,169.0
2018-03-11,wanliu_aq#33,268.0,,157.0
2018-03-11,wanliu_aq#34,273.0,,151.0
2018-03-11,wanliu_aq#35,272.0,,119.0
2018-03-11,wanliu_aq#36,276.0,,39.0
2018-03-11,wanliu_aq#37,277.0,,6.0
2018-03-11,wanliu_aq#38,263.0,,
2018-03-11,wanliu_aq#39,263.0,,4.0
2018-03-11,wanliu_aq#40,273.0,,14.0
2018-03-11,wanliu_aq#41,292.0,,28.0
2018-03-11,wanliu_aq#42,285.0,,39.0
2018-03-11,wanliu_aq#43,284.0,,59.0
2018-03-11,wanliu_aq#44,278.0,,28.0
2018-03-11,wanliu_aq#45,300.0,,6.0
2018-03-11,wanliu_aq#46,291.0,,2.0
2018-03-11,wanliu_aq#47,256.0,,2.0
2018-03-11,beibuxinqu_aq#0,93.0,99.0,6.0
2018-03-11,beibuxinqu_aq#1,101.0,111.0,13.0
2018-03-11,beibuxinqu_aq#2,113.0,,29.0
2018-03-11,beibuxinqu_aq#3,122.0,,58.0
2018-03-11,beibuxinqu_aq#4,150.0,,80.0
2018-03-11,beibuxinqu_aq#5,144.0,,92.0
2018-03-11,beibuxinqu_aq#6,149.0,,91.0
2018-03-11,beibuxinqu_aq#7,153.0,,77.0
2018-03-11,beibuxinqu_aq#8,170.0,175.0,65.0
2018-03-11,beibuxinqu_aq#9,175.0,176.0,97.0
2018-03-11,beibuxinqu_aq#10,182.0,209.0,111.0
2018-03-11,beibuxinqu_aq#11,190.0,194.0,99.0
2018-03-11,beibuxinqu_aq#12,187.0,192.0,80.0
2018-03-11,beibuxinqu_aq#13,183.0,,42.0
2018-03-11,beibuxinqu_aq#14,202.0,,23.0
2018-03-11,beibuxinqu_aq#15,198.0,,7.0
2018-03-11,beibuxinqu_aq#16,191.0,,7.0
2018-03-11,beibuxinqu_aq#17,184.0,,5.0
2018-03-11,beibuxinqu_aq#18,194.0,,6.0
2018-03-11,beibuxinqu_aq#19,185.0,,8.0
2018-03-11,beibuxinqu_aq#20,175.0,,2.0
2018-03-11,beibuxinqu_aq#21,187.0,,2.0
2018-03-11,beibuxinqu_aq#22,175.0,,2.0
2018-03-11,beibuxinqu_aq#23,175.0,,2.0
2018-03-11,beibuxinqu_aq#24,195.0,,6.0
2018-03-11,beibuxinqu_aq#25,202.0,,18.0
2018-03-11,beibuxinqu_aq#26,,64.0,43.0
2018-03-11,beibuxinqu_aq#27,,6.0,56.0
2018-03-11,beibuxinqu_aq#28,206.0,,46.0
2018-03-11,beibuxinqu_aq#29,264.0,,77.0
2018-03-11,beibuxinqu_aq#30,275.0,,113.0
2018-03-11,beibuxinqu_aq#31,274.0,,125.0
2018-03-11,beibuxinqu_aq#32,274.0,,134.0
2018-03-11,beibuxinqu_aq#33,287.0,,139.0
2018-03-11,beibuxinqu_aq#34,276.0,,140.0
2018-03-11,beibuxinqu_aq#35,296.0,,112.0
2018-03-11,beibuxinqu_aq#36,285.0,,57.0
2018-03-11,beibuxinqu_aq#37,292.0,301.0,31.0
2018-03-11,beibuxinqu_aq#38,273.0,,8.0
2018-03-11,beibuxinqu_aq#39,311.0,,2.0
2018-03-11,beibuxinqu_aq#40,279.0,,2.0
2018-03-11,beibuxinqu_aq#41,274.0,,2.0
2018-03-11,beibuxinqu_aq#42,268.0,,3.0
2018-03-11,beibuxinqu_aq#43,297.0,,4.0
2018-03-11,beibuxinqu_aq#44,271.0,,2.0
2018-03-11,beibuxinqu_aq#45,284.0,,2.0
2018-03-11,beibuxinqu_aq#46,286.0,,2.0
2018-03-11,beibuxinqu_aq#47,287.0,,2.0
2018-03-11,zhiwuyuan_aq#0,,,
2018-03-11,zhiwuyuan_aq#1,,,
2018-03-11,zhiwuyuan_aq#2,,,
2018-03-11,zhiwuyuan_aq#3,,,
2018-03-11,zhiwuyuan_aq#4,,,
2018-03-11,zhiwuyuan_aq#5,,,
2018-03-11,zhiwuyuan_aq#6,,,
2018-03-11,zhiwuyuan_aq#7,,,
2018-03-11,zhiwuyuan_aq#8,,,
2018-03-11,zhiwuyuan_aq#9,,,
2018-03-11,zhiwuyuan_aq#10,,,
2018-03-11,zhiwuyuan_aq#11,,,
2018-03-11,zhiwuyuan_aq#12,,,
2018-03-11,zhiwuyuan_aq#13,,,
2018-03-11,zhiwuyuan_aq#14,,,
2018-03-11,zhiwuyuan_aq#15,,,
2018-03-11,zhiwuyuan_aq#16,,,
2018-03-11,zhiwuyuan_aq#17,,,
2018-03-11,zhiwuyuan_aq#18,,,
2018-03-11,zhiwuyuan_aq#19,,,
2018-03-11,zhiwuyuan_aq#20,,,
2018-03-11,zhiwuyuan_aq#21,,,
